Formula,gfa,composition,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010
Mg10Nd60Ni30,0,Mg10 Nd60 Ni30,Mg0.022803670204042423 Nd0.8119926758045225 Ni0.1652036539914351 ,Mg0.1Nd0.6Ni0.3,0.15376637,0.440281626,-0.009351273,12.42,1.241244029,-0.007465521,106.58372,10658.372,-0.315745656,0.23756889,0.4299,5,23.52,3.523,12,0,0,8,4,32.963,0.836239178,12.7965,-0.228828949,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.58372,5,5.1,48,45.6,0.5,1.665,0.77,1.388,2,0,2.4,2.4,0.294117647,0,0.352941176,0.352941176,-0.009351273,0.010752732,0.046770717,0.051225071,0.064488305
Mg20Nd30Ni50,0,Mg20 Nd30 Ni50,Mg0.06273852837430935 Nd0.5584980956449574 Ni0.3787633759807332 ,Mg0.2Nd0.3Ni0.5,0.165775401,0.584590158,-0.028413023,13.12,1.249631421,-0.008560535,77.4803,7748.03,-0.311501929,0.225393589,0.4921,6.3,21.04,3.542,12,0,0,8,4,45.353,0.655156028,15.0189,-0.211981207,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.4803,6.3,4.4,48,34.4,0.5,1.53,0.77,1.559,2,0,4,1.2,0.277777778,0,0.555555556,0.166666667,-0.028413023,0.036711603,0.031426968,0.069971615,0.088926229
Mg20Nd40Ni40,0,Mg20 Nd40 Ni40,Mg0.05650015644766628 Nd0.6706188493169536 Ni0.27288099423538004 ,Mg0.2Nd0.4Ni0.4,0.162105002,0.545578696,-0.000383629,13.44,1.246039432,-0.008770606,86.03516,8603.516,-0.333761919,0.234060287,0.4824,5.6,22.4,3.438,12,0,0,8,4,39.3,0.743210383,14.5272,-0.232499676,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.03516,5.6,4.6,48,37.6,0.5,1.58,0.77,1.482,2,0,3.2,1.6,0.294117647,0,0.470588235,0.235294118,-0.000383629,0.013143207,0.028817526,0.070723595,0.083110617
Mg20Nd50Ni30,0,Mg20 Nd50 Ni30,Mg0.05139019951576287 Nd0.7624588725110746 Ni0.1861509279731625 ,Mg0.2Nd0.5Ni0.3,0.150820959,0.541045059,0.004811982,12.64,1.242572986,-0.008560535,94.59002,9459.002,-0.37633752,0.232115083,0.4325,4.9,21.36,3.334,12,0,0,8,4,33.247,0.823759471,12.8249,-0.238380932,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.59002,4.9,4.8,48,40.8,0.5,1.63,0.77,1.405,2,0,2.4,2,0.3125,0,0.375,0.3125,0.004811982,0.016546485,0.081009259,0.098269858,0.116209402
Mg20Nd60Ni20,0,Mg20 Nd60 Ni20,Mg0.04712788458331621 Nd0.8390644305369301 Ni0.11380768487975361 ,Mg0.2Nd0.6Ni0.2,0.131751823,0.576052325,-0.026403402,10.72,1.239225345,-0.007900549,103.14488,10314.488,-0.455138966,0.215282558,0.3424,4.2,17.92,3.23,12,0,0,8,4,27.194,0.880829135,9.912,-0.221738799,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.14488,4.2,5,48,44,0.5,1.68,0.77,1.328,2,0,1.6,2.4,0.333333333,0,0.266666667,0.4,-0.026403402,0.026403402,0.063737744,0.088061225,0.107617059
Mg30Nd40Ni30,0,Mg30 Nd40 Ni30,Mg0.0882787514019995 Nd0.6985395959529431 Ni0.2131816526450573 ,Mg0.3Nd0.4Ni0.3,0.146307124,0.634927024,0.018960458,12.42,1.243920274,-0.009053114,82.59632,8259.632,-0.422928604,0.226471006,0.4299,4.8,18.72,3.145,12,0,0,8,4,33.531,0.811368252,12.7965,-0.24151208,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.59632,4.8,4.5,48,36,0.5,1.595,0.77,1.422,2,0,2.4,1.6,0.333333333,0,0.4,0.266666667,0.018960458,0.022325459,0.071076741,0.085394732,0.102116995
Mg30Nd50Ni20,0,Mg30 Nd50 Ni20,Mg0.07999347896538476 Nd0.7912239863488328 Ni0.12878253468578246 ,Mg0.3Nd0.5Ni0.2,0.129986916,0.656256001,-0.012281635,10.94,1.240526731,-0.008560535,91.15118,9115.118,-0.506642522,0.210692081,0.345,4.1,16.56,3.041,12,0,0,8,4,27.478,0.866794108,9.9404,-0.224275774,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.15118,4.1,4.7,48,39.2,0.5,1.645,0.77,1.345,2,0,1.6,2,0.357142857,0,0.285714286,0.357142857,-0.012281635,0.012281635,0.01767767,0.043487577,0.073390968
Mg35Nd25Ni40,0,Mg35 Nd25 Ni40,Mg0.12501724971309264 Nd0.5299538053050785 Ni0.34502894498182884 ,Mg0.35Nd0.25Ni0.4,0.149802498,0.735476504,0.019866112,12.285,1.248140494,-0.008983507,68.04461,6804.461,-0.400320458,0.22418409,0.46875,5.45,16.34,3.1545,12,0,0,8,4,39.726,0.726534488,14.3781,-0.230109984,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.04461,5.45,4.15,48,30.4,0.5,1.5275,0.77,1.5075,2,0,3.2,1,0.322580645,0,0.516129032,0.161290323,0.019866112,0.019866112,0.023570226,0.044379995,0.064052258
Mg40Nd20Ni40,0,Mg40 Nd20 Ni40,Mg0.1566857530392717 Nd0.46493862147481224 Ni0.378375625485916 ,Mg0.4Nd0.2Ni0.4,0.144458873,0.821746009,0.026625887,11.68,1.248850785,-0.008770606,62.04776,6204.776,-0.420282367,0.220784286,0.4616,5.4,14.08,3.06,12,0,0,8,4,39.868,0.720996666,14.3,-0.224201602,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.04776,5.4,4,48,28,0.5,1.51,0.77,1.516,2,0,3.2,0.8,0.333333333,0,0.533333333,0.133333333,0.026625887,0.026625887,0.056655772,0.08000301,0.085714168
Mg40Nd25Ni35,0,Mg40 Nd25 Ni35,Mg0.14658080889025724 Nd0.5436923738929357 Ni0.309726817216807 ,Mg0.4Nd0.25Ni0.35,0.143323832,0.76988771,0.007320315,11.86,1.247052597,-0.008983507,66.32519,6632.519,-0.437329799,0.222205697,0.446875,5.05,15.14,3.008,12,0,0,8,4,36.8415,0.761627344,13.656975,-0.233884776,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.32519,5.05,4.1,48,29.6,0.5,1.535,0.77,1.4775,2,0,2.8,1,0.344827586,0,0.482758621,0.172413793,0.007320315,0.011669755,0.023570226,0.044379995,0.058057486
Mg40Nd30Ni30,0,Mg40 Nd30 Ni30,Mg0.13770027231284054 Nd0.612903600461286 Ni0.2493961272258735 ,Mg0.4Nd0.3Ni0.3,0.139942343,0.740382266,-0.012030184,11.76,1.245286291,-0.009053114,70.60262,7060.262,-0.462274276,0.220626026,0.4221,4.7,15.6,2.956,12,0,0,8,4,33.815,0.799060835,12.7113,-0.237746228,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.60262,4.7,4.2,48,31.2,0.5,1.56,0.77,1.439,2,0,2.4,1.2,0.357142857,0,0.428571429,0.214285714,-0.012030184,0.017034685,0.014408763,0.044208652,0.061353437
Mg40Nd35Ni25,0,Mg40 Nd35 Ni25,Mg0.12983431501447984 Nd0.6742076160472649 Ni0.19595806893825526 ,Mg0.4Nd0.35Ni0.25,0.134392755,0.72873323,0.017430787,11.38,1.243550991,-0.008983507,74.88005,7488.005,-0.497386716,0.215477508,0.387275,4.35,15.46,2.904,12,0,0,8,4,30.7885,0.8309541,11.462975,-0.234700399,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.88005,4.35,4.3,48,32.8,0.5,1.585,0.77,1.4005,2,0,2,1.4,0.37037037,0,0.37037037,0.259259259,0.017430787,0.022137114,0.072163789,0.092974404,0.104601061
Mg45Nd15Ni40,0,Mg45 Nd15 Ni40,Mg0.1951306410547126 Nd0.3860115741207413 Ni0.4188577848245461 ,Mg0.45Nd0.15Ni0.4,0.138344305,0.933863547,-0.015060042,10.965,1.249566136,-0.008400572,56.05091,5605.091,-0.438920907,0.217326934,0.45315,5.35,11.7,2.9655,12,0,0,8,4,40.01,0.715468471,14.2077,-0.215592375,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.05091,5.35,3.85,48,25.6,0.5,1.4925,0.77,1.5245,2,0,3.2,0.6,0.344827586,0,0.551724138,0.103448276,-0.015060042,0.033142724,0.059317101,0.073893565,0.098531587
Mg45Nd20Ni35,0,Mg45 Nd20 Ni35,Mg0.18129539118762428 Nd0.4781898523977289 Ni0.34051475641464696 ,Mg0.45Nd0.2Ni0.35,0.138351332,0.852487408,0.01408757,11.255,1.247755176,-0.008718508,60.32834,6032.834,-0.455486448,0.218975121,0.439725,5,13.08,2.9135,12,0,0,8,4,36.9835,0.755827796,13.578875,-0.227462019,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.32834,5,3.95,48,27.2,0.5,1.5175,0.77,1.486,2,0,2.8,0.8,0.357142857,0,0.5,0.142857143,0.01408757,0.01408757,0.023570226,0.059260319,0.081490348
Mg45Nd25Ni30,0,Mg45 Nd25 Ni30,Mg0.16929215455523555 Nd0.5581622198760265 Ni0.2725456255687379 ,Mg0.45Nd0.25Ni0.3,0.135942338,0.804768686,-0.005260379,11.265,1.245976451,-0.008871819,64.60577,6460.577,-0.480068476,0.217624367,0.41625,4.65,13.86,2.8615,12,0,0,8,4,33.957,0.792937097,12.6474,-0.233105117,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.60577,4.65,4.05,48,28.8,0.5,1.5425,0.77,1.4475,2,0,2.4,1,0.37037037,0,0.444444444,0.185185185,-0.005260379,0.014449631,0.025975767,0.049004337,0.063806317
Mg45Nd30Ni25,0,Mg45 Nd30 Ni25,Mg0.1587796443835362 Nd0.6282025225308929 Ni0.21301783308557098 ,Mg0.45Nd0.3Ni0.25,0.131250238,0.780738997,-0.024653256,10.995,1.244229073,-0.008871819,68.8832,6888.32,-0.515006198,0.21271782,0.382725,4.3,14.04,2.8095,12,0,0,8,4,30.9305,0.824457637,11.413275,-0.231460536,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.8832,4.3,4.15,48,30.4,0.5,1.5675,0.77,1.409,2,0,2,1.2,0.384615385,0,0.384615385,0.230769231,-0.024653256,0.024653256,0.058676286,0.080797467,0.100989139
Mg45Nd35Ni20,0,Mg45 Nd35 Ni20,Mg0.14949638897314033 Nd0.6900528330606228 Ni0.16045077796623675 ,Mg0.45Nd0.35Ni0.2,0.124268175,0.777016186,0.008873304,10.445,1.242512184,-0.008718508,73.16063,7316.063,-0.564575869,0.20338993,0.33915,3.95,13.62,2.7575,12,0,0,8,4,27.904,0.845995441,9.8765,-0.220831645,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.16063,3.95,4.25,48,32,0.5,1.5925,0.77,1.3705,2,0,1.6,1.4,0.4,0,0.32,0.28,0.008873304,0.016949927,0.076264845,0.089764922,0.100227046
Mg50Nd15Ni35,0,Mg50 Nd15 Ni35,Mg0.22367323259494634 Nd0.3982276208511859 Ni0.3780991465538677 ,Mg0.5Nd0.15Ni0.35,0.132634324,0.960007199,0.020859756,10.54,1.24846273,-0.008302189,54.33149,5433.149,-0.471933425,0.215688005,0.431275,4.95,10.9,2.819,12,0,0,8,4,37.1255,0.75004217,13.486575,-0.218673491,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.33149,4.95,3.8,48,24.8,0.5,1.5,0.77,1.4945,2,0,2.8,0.6,0.37037037,0,0.518518519,0.111111111,0.020859756,0.020859756,0.062360956,0.08787248,0.099231154
Mg50Nd20Ni30,0,Mg50 Nd20 Ni30,Mg0.2073489837383115 Nd0.49221859061726436 Ni0.3004324256444241 ,Mg0.5Nd0.2Ni0.3,0.131306543,0.883661242,0.001514357,10.66,1.246671449,-0.008560535,58.60892,5860.892,-0.496510204,0.21456762,0.4091,4.6,12,2.767,12,0,0,8,4,34.099,0.786832566,12.5693,-0.226520993,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.60892,4.6,3.9,48,26.4,0.5,1.525,0.77,1.456,2,0,2.4,0.8,0.384615385,0,0.461538462,0.153846154,0.001514357,0.011859646,0.046317693,0.049832758,0.077227917
Mg50Nd25Ni25,0,Mg50 Nd25 Ni25,Mg0.1932454340250309 Nd0.5734233263657376 Ni0.2333312396092316 ,Mg0.5Nd0.25Ni0.25,0.127547671,0.841603059,-0.017875971,10.5,1.24491186,-0.008644238,62.88635,6288.635,-0.531351208,0.209902423,0.376875,4.25,12.5,2.715,12,0,0,8,4,31.0725,0.81798631,11.349375,-0.226687209,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.88635,4.25,4,48,28,0.5,1.55,0.77,1.4175,2,0,2,1,0.4,0,0.4,0.2,-0.017875971,0.020144229,0.055024373,0.080934092,0.093332446
Mg50Nd30Ni20,0,Mg50 Nd30 Ni20,Mg0.1809382973977939 Nd0.6442847618165625 Ni0.1747769407856437 ,Mg0.5Nd0.3Ni0.2,0.121401752,0.825194167,0.015917561,10.06,1.243183093,-0.008560535,67.16378,6716.378,-0.580832629,0.200840029,0.3346,3.9,12.4,2.663,12,0,0,8,4,28.046,0.839126858,9.8268,-0.217501244,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.16378,3.9,4.1,48,29.6,0.5,1.575,0.77,1.379,2,0,1.6,1.2,0.416666667,0,0.333333333,0.25,0.015917561,0.02120435,0.080812204,0.101606343,0.115996952
Mg50Nd35Ni15,0,Mg50 Nd35 Ni15,Mg0.17010490163870406 Nd0.7066607634445161 Ni0.12323433491677983 ,Mg0.5Nd0.35Ni0.15,0.112739199,0.832773376,0.000356705,9.34,1.241484312,-0.008302189,71.44121,7144.121,-0.653194771,0.185976866,0.282275,3.55,11.7,2.611,12,0,0,8,4,25.0195,0.84160283,8.001575,-0.196307389,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.44121,3.55,4.2,48,31.2,0.5,1.6,0.77,1.3405,2,0,1.2,1.4,0.434782609,0,0.260869565,0.304347826,0.000356705,0.009647844,0.010101525,0.05062768,0.083880523
Mg55Nd10Ni35,0,Mg55 Nd10 Ni35,Mg0.27656666109440353 Nd0.2984236564087371 Ni0.42500968249685933 ,Mg0.55Nd0.1Ni0.35,0.126047373,1.112318677,0.027636872,9.715,1.249175314,-0.007702976,48.33464,4833.464,-0.484831626,0.212342095,0.421525,4.9,8.6,2.7245,12,0,0,8,4,37.2675,0.744269956,13.380075,-0.207417176,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.33464,4.9,3.65,48,22.4,0.5,1.4825,0.77,1.503,2,0,2.8,0.4,0.384615385,0,0.538461538,0.076923077,0.027636872,0.027636872,0.059317101,0.091563086,0.10787724
Mg55Nd15Ni30,0,Mg55 Nd15 Ni30,Mg0.254081430363793 Nd0.41124213512222574 Ni0.3346764345139813 ,Mg0.55Nd0.15Ni0.3,0.125942892,0.986662553,0.008294023,9.945,1.247371338,-0.008102577,52.61207,5261.207,-0.510829324,0.211453863,0.40065,4.55,10.02,2.6725,12,0,0,8,4,34.241,0.780746664,12.477,-0.217906481,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.61207,4.55,3.75,48,24,0.5,1.5075,0.77,1.4645,2,0,2.4,0.6,0.4,0,0.48,0.12,0.008294023,0.010674306,0.042152811,0.061399133,0.080724979
Mg55Nd20Ni25,0,Mg55 Nd20 Ni25,Mg0.2349774562968562 Nd0.5070953339368425 Ni0.25792720976630135 ,Mg0.55Nd0.2Ni0.25,0.12321432,0.916672232,-0.011093755,9.895,1.245599404,-0.008291315,56.8895,5688.95,-0.546136336,0.20702964,0.369725,4.2,10.84,2.6205,12,0,0,8,4,31.2145,0.811539435,11.271275,-0.220303715,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8895,4.2,3.85,48,25.6,0.5,1.5325,0.77,1.426,2,0,2,0.8,0.416666667,0,0.416666667,0.166666667,-0.011093755,0.016849305,0.029457912,0.05389462,0.075398812
